"Row.names";"Transect";"Site";"Plant";"Lat_decimal";"Long_decimal";"Altitude_masl";"Clay";"Silt";"Sand";"Herbivory";"Veg_cover";"Gram_cover";"Shrub_cover";"H_comosum_cover";"PrecWorldClim";"PETWorldClim";"AIWorldClim";"MeanTempWorldClim";"TmaxWorldClim";"TminWorldClim";"Endophyte";"Sampling_year_biomass_mg";"Spikes";"X.N";"X.C";"d18OCellulose";"d13Ccellu";"d13CcelluAlt";"X.P";"pH";"ec_dS_cm";"PWA.X";"RhizoX.N";"RhizoX.C";"AMF";"iWUEmes";"d18O_rain";"Big_d18O";"d18O_rain_Ap_Sep";"Big_d18O_Ap_Sep";"d18O_rain_Ap_Sep2013";"Big_d18O_Ap_Sep2013";"RH_Average";"Sample";"OTU_Soil_sample_mgr";"seq_depth_from_Otu_table";"R1_seq_depth";"R2_seq_depth";"sum_Otu";"n_seq";"Richness";"Chao1";"ACE";"Shannon";"InvSimpson";"pielou"
"CC108";2;16;6;-44.04222222;-70.45166667;706;10.84;8.89;80.27;"Intense";40;15;25;2;151;969.03;0.155825929;8.466666667;14.39166667;2.608333333;0;220;4;0.92;42.28;33.89;-24.53;-24.6972;0.13;6.6;0;6.043;0.06;0.64;53.67978425;62.22152962;-9.754615;44.07454522;-10.462732;44.82168932;-11.619133;46.04412582;54.63241;"CC108";210;13085394;13482316;13488086;40745;7974;502;620.438356164384;616.626639136306;4.85840543789666;54.9348536791031;0.781269955357333
"CC109";2;16;7;-44.04222222;-70.45166667;706;10.84;8.89;80.27;"Intense";40;15;25;2;151;969.03;0.155825929;8.466666667;14.39166667;2.608333333;0;240;11;0.89;41.36;31.81;-26.81;-26.9772;0.15;6.69;0;6.092;0.07;0.7;35.88573366;49.45010901;-9.754615;41.97405575;-10.462732;42.71969674;-11.619133;43.93967392;54.63241;"CC109";228;8072088;8351622;8355797;25113;7993;451;498.85;514.62555959852;4.8411685319145;62.4949735447148;0.792145038659153
"CC110";2;16;8;-44.04222222;-70.45166667;706;10.84;8.89;80.27;"Intense";40;15;25;2;151;969.03;0.155825929;8.466666667;14.39166667;2.608333333;0;520;7;0.75;39.57;31.02;-27.6;-27.7672;0.15;6.58;0;6.166;0.07;0.79;23.16136365;45.01095048;-9.754615;41.1762737;-10.462732;41.92134379;-11.619133;43.14038689;54.63241;"CC110";208;5785952;6058299;6061572;17571;7978;439;476.891304347826;499.070738029106;4.64629604310151;43.9854184692019;0.763628316425988
"CC111";2;17;1;-43.79416667;-70.19916667;758;21.79;13.6;64.61;"Intense";30;10;20;1;151;985.83;0.153170425;8.541666667;14.68333333;2.458333333;0;400;9;1.01;39.55;34.52;-26.97;-27.1944;0.15;6.71;0.03;8.748;0.06;0.52;10.24084078;48.2289578;-11.40735;46.45730474;-12.328249;47.43301502;-13.677808;48.86619037;52.21636;"CC111";220;6497720;7033520;7035714;20128;7978;287;320.06;329.201369467802;4.00679535077305;22.4773187327929;0.707979139790486
"CC112";2;17;2;-43.79416667;-70.19916667;758;21.79;13.6;64.61;"Intense";30;10;20;1;151;985.83;0.153170425;8.541666667;14.68333333;2.458333333;0;109;3;0.91;42.66;37.09;-26.03;-26.2544;0.12;6.74;0;8.765;0.06;0.54;37.35573366;53.50396592;-11.40735;49.05695991;-12.328249;50.0350941;-13.677808;51.47182981;52.21636;"CC112";217;7458285;7771289;7774912;22069;7993;387;432.238095238095;440.547911945563;4.60383149791831;47.1279050124997;0.772659173372438
"CC113";2;17;3;-43.79416667;-70.19916667;758;21.79;13.6;64.61;"Intense";30;10;20;1;151;985.83;0.153170425;8.541666667;14.68333333;2.458333333;0;122;2;1.01;41.02;36.16;-27;-27.2244;0.13;6.89;0;8.732;0.05;0.5;41.01978425;48.06043861;-11.40735;48.11622866;-12.328249;49.09348572;-13.677808;50.52893304;52.21636;"CC113";231;5820532;6060770;6063639;17845;7969;421;457;469.005452347529;4.78971766219588;58.9055562615425;0.792654095330334
"CC114";2;17;4;-43.79416667;-70.19916667;758;21.79;13.6;64.61;"Intense";30;10;20;1;151;985.83;0.153170425;8.541666667;14.68333333;2.458333333;0;380;8;0.56;42.87;34.89;-24.77;-24.9944;0.11;7.14;0.03;8.748;0.05;0.52;59.01978425;60.55876705;-11.40735;46.83157416;-12.328249;47.80763341;-13.677808;49.24132134;52.21636;"CC114";233;8172048;8533827;8537465;25596;7964;363;407.161764705882;425.228941174332;4.14271349030056;22.5635551103145;0.702821576126165
"CC115";2;17;5;-43.79416667;-70.19916667;758;21.79;13.6;64.61;"Intense";30;10;20;1;151;985.83;0.153170425;8.541666667;14.68333333;2.458333333;0;52;3;1.18;42.51;35.25;-24.12;-24.3444;0.148;6.59;0;8.757;0.05;0.53;29.30573366;64.19102392;-11.40735;47.19572819;-12.328249;48.17212698;-13.677808;49.60631363;52.21636;"CC115";220;4408401;4672192;4673932;13408;7988;344;364.888888888889;371.905153883183;4.49781964587555;43.1029515673827;0.770089984924408
"CC116";2;17;6;-43.79416667;-70.19916667;758;21.79;13.6;64.61;"Intense";30;10;20;1;151;985.83;0.153170425;8.541666667;14.68333333;2.458333333;0;115;8;0.72;42.5;33.82;-27.07;-27.2944;0.13;7.01;0;8.832;0.06;0.62;6.349784253;47.66718673;-11.40735;45.74922745;-12.328249;46.72427753;-13.677808;48.15648313;52.21636;"CC116";226;7503199;7823337;7826526;23036;7984;457;515.534090909091;534.889181740021;4.79996955430309;56.574963478125;0.783709009585604
"CC117";2;17;7;-43.79416667;-70.19916667;758;21.79;13.6;64.61;"Intense";30;10;20;1;151;985.83;0.153170425;8.541666667;14.68333333;2.458333333;0;150;2;0.75;42.13;36.04;-25.35;-25.5744;0.14;6.86;0;8.765;0.05;0.54;40.77136365;57.31358514;-11.40735;47.99484398;-12.328249;48.97198786;-13.677808;50.40726895;52.21636;"CC117";223;10740305;10995187;10999779;33001;7987;453;572.318181818182;570.483009354088;4.7087023100093;52.1759715696017;0.769912584034894
"CC118";2;17;8;-43.79416667;-70.19916667;758;21.79;13.6;64.61;"Intense";30;10;20;1;151;985.83;0.153170425;8.541666667;14.68333333;2.458333333;0;60;3;1.25;42.49;35.07;-23.79;-24.0144;0.166;7.11;0;8.798;0.06;0.58;40.02573366;66.03324114;-11.40735;47.01365117;-12.328249;47.98988019;-13.677808;49.42381749;52.21636;"CC118";206;4033037;4088419;4090003;11830;7988;254;254.923076923077;257.227405206381;4.33378520738879;35.0821267831597;0.782648292193895
"CC119";2;18;1;-43.75333333;-69.64361111;628;7.3;2.11;90.58;"Intense";30;10;20;1;160;1021.74;0.156595611;9.716666667;16;3.5;0;200;1.6;0.84;38.39;28.83;-27.38;-27.4614;0.13;9;0.1;4.017;0.02;0.33;26.34978425;46.64327532;-11.40735;40.70164794;-12.328249;41.67199169;-13.677808;43.09728438;49.42102;"CC119";203;4341267;4894737;4895879;13351;7979;277;284.909090909091;292.239874660209;3.85902714286495;16.6788988398154;0.686169119960844
"CC120";2;18;2;-43.75333333;-69.64361111;628;7.3;2.11;90.58;"Intense";30;10;20;1;160;1021.74;0.156595611;9.716666667;16;3.5;0;428;2;1;40.14;27.41;-26.32;-26.4014;0.15;7.87;0;3.947;0.01;0.2;32.49136365;52.59422018;-11.40735;39.26526259;-12.328249;40.23426706;-13.677808;41.65759255;49.42102;"CC120";231;13577070;13858672;13861898;41366;7970;351;408.8125;405.17406043301;4.09478206251833;22.1299727281215;0.69867453041084
"CC121";2;18;3;-43.75333333;-69.64361111;628;7.3;2.11;90.58;"Intense";30;10;20;1;160;1021.74;0.156595611;9.716666667;16;3.5;0;308;10;0.85;42.88;32.73;-26.02;-26.1014;0.12;7.45;0;3.995;0.02;0.29;60.34978425;54.27609791;-11.40735;44.64664996;-12.328249;45.620672;-13.677808;47.05136757;49.42102;"CC121";220;10592300;10962203;10965224;31993;7979;336;394.909090909091;403.033854289407;4.10733683189118;25.7167824837544;0.706078450100851
"CC124";2;18;6;-43.75333333;-69.64361111;628;7.3;2.11;90.58;"Intense";30;10;20;1;160;1021.74;0.156595611;9.716666667;16;3.5;0;152;4;0.83;39.82;31.39;-26.37;-26.4514;0.14;8.37;0;3.942;0.01;0.19;31.67978425;52.31380645;-11.40735;43.29118773;-12.328249;44.26394595;-13.677808;45.69278514;49.42102;"CC124";208;9873277;10159546;10161921;29436;7975;298;321.020408163265;326.065396910231;4.0466508326825;24.2799685737835;0.710300935427463
"CC125";2;18;7;-43.75333333;-69.64361111;628;7.3;2.11;90.58;"Intense";30;10;20;1;160;1021.74;0.156595611;9.716666667;16;3.5;0;86;7;0.92;42.11;29.85;-25.49;-25.5714;0.11;8.59;0.06;3.957;0.02;0.22;39.89672502;57.24488434;-11.40735;41.7334177;-12.328249;42.70472346;-13.677808;44.13142922;49.42102;"CC125";220;11816976;12311106;12314730;35998;7962;300;340.32;349.922817622152;4.08718936359864;25.7715574541573;0.71657525190685
"CC126";2;18;8;-43.75333333;-69.64361111;628;7.3;2.11;90.58;"Intense";30;10;20;1;160;1021.74;0.156595611;9.716666667;16;3.5;0;50;3;0.99;39.49;27.82;-27.13;-27.2114;0.196;8.58;0;3.947;0.02;0.2;35.01978425;48.04796871;-11.40735;39.67999357;-12.328249;40.64938474;-13.677808;42.07327822;49.42102;"CC126";217;3448133;3610335;3611221;10790;7993;244;244.679245283019;247.12739780096;3.6667687528197;14.3618770775509;0.667028659583021
"CC127";3;19;1;-42.17222222;-71.33138889;727;6.58;20.55;72.86;"Moderate";45;10;35;0.5;742;999.3;0.742519764;8.325;14.7;2;1;500;5;0.96;45.91;31.14;-24.9;-25.0903;0.13;5.77;0.4;9.656;0.22;2.43;38.68573366;59.83186558;-9.007811;40.51274212;-9.758781;41.30183658;-10.548122;42.13254118;63.2307;"CC127";219;10474209;11621305;11622171;32125;7928;636;789.054545454545;810.703300075455;5.27767842967778;94.0108110695301;0.817585760978813
"CC128";3;19;2;-42.17222222;-71.33138889;727;6.58;20.55;72.86;"Moderate";45;10;35;0.5;742;999.3;0.742519764;8.325;14.7;2;1;1150;56;1.08;46.84;30.19;-23.34;-23.5303;0.11;5.16;0;10.116;0.23;2.8;51.35573366;68.54287101;-9.007811;39.55410692;-9.758781;40.34247437;-10.548122;41.17241364;63.2307;"CC128";228;16151424;17017338;17021236;48767;7958;523;668.862745098039;711.840197821294;3.88005305600125;7.39232288124474;0.619858225070782
"CC129";3;19;3;-42.17222222;-71.33138889;727;6.58;20.55;72.86;"Moderate";45;10;35;0.5;742;999.3;0.742519764;8.325;14.7;2;1;440;11;1.07;46.13;30.58;-23.28;-23.4703;0.08;5.47;0;10.989;0.29;3.45;66.49136365;68.87735387;-9.007811;39.9476519;-9.758781;40.7363178;-10.548122;41.56657126;63.2307;"CC129";234;16976461;17720299;17723472;52515;7980;558;753.511363636364;759.705630300121;4.29310228275681;12.9864907084364;0.678820147352978
"CC130";3;19;4;-42.17222222;-71.33138889;727;6.58;20.55;72.86;"Moderate";45;10;35;0.5;742;999.3;0.742519764;8.325;14.7;2;1;740;13;0.87;46.37;29.8;-24.58;-24.7703;0.06;5.6;0;9.535;0.2;2.33;57.57084078;61.62101049;-9.007811;39.16056194;-9.758781;39.94863094;-10.548122;40.77825602;63.2307;"CC130";234;10765380;11415587;11418274;32809;7926;663;823.054054054054;832.311884566477;5.24731062191034;78.6074176030431;0.807679291623462
"CC131";3;19;5;-42.17222222;-71.33138889;727;6.58;20.55;72.86;"Moderate";45;10;35;0.5;742;999.3;0.742519764;8.325;14.7;2;1;620;21;0.81;46.04;29.74;-24.48;-24.6703;0.07;5.51;0;10.389;0.25;3.01;31.31038898;62.17987751;-9.007811;39.10001656;-9.758781;39.88803964;-10.548122;40.71761639;63.2307;"CC131";203;25941828;28111730;28116212;77993;7950;659;849.225225225225;874.112146892673;5.05247339253097;54.2384095730439;0.778414511983713
"CC132";3;19;6;-42.17222222;-71.33138889;727;6.58;20.55;72.86;"Moderate";45;10;35;0.5;742;999.3;0.742519764;8.325;14.7;2;1;500;8;0.79;46.71;31.03;-25.17;-25.3603;0.07;5.88;0;10.536;0.24;3.12;40.02573366;58.32136073;-9.007811;40.40174226;-9.758781;41.19075253;-10.548122;42.02136852;63.2307;"CC132";232;19594110;20845118;20849319;58097;7967;635;864.90099009901;863.559220866034;4.9708301440786;56.5558050412141;0.770238454346431
"CC133";3;19;7;-42.17222222;-71.33138889;727;6.58;20.55;72.86;"Moderate";45;10;35;0.5;742;999.3;0.742519764;8.325;14.7;2;1;1210;23;0.92;46.28;30.67;-24.19;-24.3803;0.08;5.76;0;12.049;0.33;4.17;72.34978425;63.79994399;-9.007811;40.03846997;-9.758781;40.82720475;-10.548122;41.65753072;63.2307;"CC133";230;11558515;12324762;12327560;35177;7916;769;1008.12;1019.17743482092;5.46600286924076;102.058091772884;0.822562534406869
"CC134";3;19;8;-42.17222222;-71.33138889;727;6.58;20.55;72.86;"Moderate";45;10;35;0.5;742;999.3;0.742519764;8.325;14.7;2;1;305;5;0.84;46.46;32.59;-25.79;-25.9803;0.07;5.63;0;11.775;0.31;3.99;65.67978425;54.84962467;-9.007811;41.97592217;-9.758781;42.76612626;-10.548122;43.59799901;63.2307;"CC134";218;17639959;18387310;18391394;53380;7927;777;997.065359477124;1054.60052166237;5.28026772260472;73.7720424477299;0.793376162151771
"CC135";3;20;1;-42.16777778;-71.26388889;738;0.03;12.92;87.04;"Intense";50;20;30;0.5;688;999.6;0.68827531;8.358333333;14.775;2;1;845.6;22;1.01;44.17;29.18;-26.61;-26.8124;0.09;5.86;0;6.895;0.21;2.48;68.34978425;50.18529141;-9.007811;38.53492633;-9.758781;39.32252087;-10.548122;40.15164647;62.06673;"CC135";214;8402365;9210957;9214044;26025;7950;464;526.535714285714;538.779611316847;4.36464060335016;16.6306438014885;0.710866884584595
"CC136";3;20;2;-42.16777778;-71.26388889;738;0.03;12.92;87.04;"Intense";50;20;30;0.5;688;999.6;0.68827531;8.358333333;14.775;2;1;400;4;0.56;45.17;28.54;-26.43;-26.6324;0.07;5.65;0;6.708;0.2;2.29;81.57084078;51.19539497;-9.007811;37.88910893;-9.758781;38.6762137;-10.548122;39.5048237;62.06673;"CC136";230;8846834;10198934;10202662;27191;7945;623;723.289719626168;739.812878085092;5.35113450951313;108.519778294678;0.83162573988532
"CC137";3;20;3;-42.16777778;-71.26388889;738;0.03;12.92;87.04;"Intense";50;20;30;0.5;688;999.6;0.68827531;8.358333333;14.775;2;1;623;8;1;44.35;29.49;-27;-27.2024;0.08;5.96;0;7.222;0.26;2.79;15.35573366;47.99545134;-9.007811;38.84774414;-9.758781;39.63557591;-10.548122;40.46495124;62.06673;"CC137";217;10595597;10889219;10894261;31671;7973;522;584.617021276596;601.003662146189;4.99046182066185;68.6805539499401;0.79749551259728
"CC138";3;20;4;-42.16777778;-71.26388889;738;0.03;12.92;87.04;"Intense";50;20;30;0.5;688;999.6;0.68827531;8.358333333;14.775;2;1;1344;11;0.63;45.6;29.11;-26.78;-26.9824;0.07;5.92;0;7.344;0.27;2.9;63.67978425;49.23096156;-9.007811;38.46429006;-9.758781;39.25183102;-10.548122;40.08090023;62.06673;"CC138";207;13777394;14957960;14964216;42691;7959;594;731.692307692308;775.180331028796;4.96518075818779;56.4689488749567;0.77740325281162
"CC139";3;20;5;-42.16777778;-71.26388889;738;0.03;12.92;87.04;"Intense";50;20;30;0.5;688;999.6;0.68827531;8.358333333;14.775;2;1;240;2;1.24;41;30.59;-25.72;-25.9224;0.12;5.99;0;6.071;0.15;1.55;38.02573366;55.17605195;-9.007811;39.9577428;-9.758781;40.74641635;-10.548122;41.57667787;62.06673;"CC139";213;6950362;8036334;8038675;22145;7967;456;532.441558441558;543.123421760701;4.4752349393503;26.7647172426472;0.730949807306553
"CC140";3;20;6;-42.16777778;-71.26388889;738;0.03;12.92;87.04;"Intense";50;20;30;0.5;688;999.6;0.68827531;8.358333333;14.775;2;1;145;2;1.2;44.79;27.86;-27.9;-28.1024;0.12;6.65;0;6.875;0.22;2.46;NA;42.93526676;-9.007811;37.20292794;-9.758781;37.98951233;-10.548122;38.81757451;62.06673;"CC140";230;3396198;3765785;3766822;10397;7930;478;484.054545454545;494.876911456487;5.05474070038424;73.5292948379161;0.819296535803158
"CC141";3;20;7;-42.16777778;-71.26388889;738;0.03;12.92;87.04;"Intense";50;20;30;0.5;688;999.6;0.68827531;8.358333333;14.775;2;1;661;9;0.99;44.18;29.4;-26.78;-26.9824;0.07;5.67;0;7.255;0.28;2.82;65.01978425;49.23096156;-9.007811;38.75692606;-9.758781;39.54468896;-10.548122;40.37399179;62.06673;"CC141";224;7632730;8381383;8385054;23176;7960;620;684.128205128205;703.531238365687;5.29752456047108;87.4076076910131;0.82391223731687
"CC142";3;20;8;-42.16777778;-71.26388889;738;0.03;12.92;87.04;"Intense";50;20;30;0.5;688;999.6;0.68827531;8.358333333;14.775;2;1;450;7;0.79;45.68;29.62;-25.93;-26.1324;0.06;5.91;0;7.446;0.28;2.99;38.91188867;53.99927902;-9.007811;38.9789258;-9.758781;39.76685705;-10.548122;40.59633712;62.06673;"CC142";229;13845442;15302346;15310073;42088;7968;606;721.508333333333;768.294183485808;5.142419377848;80.9018535461526;0.802640191330153
"CC143";3;21;1;-42.18388889;-71.16055556;685;0.05;33.3;66.65;"Intense";45;25;20;3;615;1015.2;0.605791962;8.691666667;15.14166667;2.283333333;1;500;1;0.85;39.91;25.09;-27.92;-28.0641;0.26;5.95;0;10.306;0.12;1.17;24.02573366;43.12244123;-9.007811;34.4077495;-9.758781;35.19221411;-10.548122;36.01804473;61.46712;"CC143";204;13174458;14684981;14690585;39472;7969;607;746.046728971963;770.031643412662;5.08678343856101;67.2413617482659;0.793752139439173
"CC144";3;21;2;-42.18388889;-71.16055556;685;0.05;33.3;66.65;"Intense";45;25;20;3;615;1015.2;0.605791962;8.691666667;15.14166667;2.283333333;0;387;4;0.69;44.09;26.38;-26.94;-27.0841;0.16;5.65;0;10.358;0.13;1.22;24.25188867;48.63153291;-9.007811;35.7094752;-9.758781;36.494927;-10.548122;37.32179687;61.46712;"CC144";202;18212375;18905014;18912661;55439;7981;531;678.542168674699;692.514178022192;4.96358799867187;67.0898317813315;0.791040039744717
"CC145";3;21;3;-42.18388889;-71.16055556;685;0.05;33.3;66.65;"Intense";45;25;20;3;615;1015.2;0.605791962;8.691666667;15.14166667;2.283333333;1;200;2;0.41;42.42;26.12;-27.03;-27.1741;0.15;5.9;0;10.327;0.14;1.19;NA;48.12605878;-9.007811;35.44711188;-9.758781;36.23236471;-10.548122;37.05902512;61.46712;"CC145";213;14379432;14807700;14814332;43486;7966;532;653.453608247423;701.306370363735;5.11541461146125;85.4710899197242;0.814992060668687
"CC146";3;21;4;-42.18388889;-71.16055556;685;0.05;33.3;66.65;"Intense";45;25;20;3;615;1015.2;0.605791962;8.691666667;15.14166667;2.283333333;1;620;7;0.96;38.77;25;-27.96;-28.1041;0.21;6.08;0;10.496;0.15;1.35;61.35573366;42.89734435;-9.007811;34.31693143;-9.758781;35.10132716;-10.548122;35.92708528;61.46712;"CC146";209;15065217;16092498;16100063;45950;7965;608;817.011764705882;787.143792050331;5.00961267355787;57.1702747346329;0.781509516636041
"CC147";3;21;5;-42.18388889;-71.16055556;685;0.05;33.3;66.65;"Intense";45;25;20;3;615;1015.2;0.605791962;8.691666667;15.14166667;2.283333333;1;480;3;0.75;43.18;24.71;-26.28;-26.4241;0.16;5.85;0;10.348;0.13;1.21;47.64978425;52.33548763;-9.007811;34.02429542;-9.758781;34.80846923;-10.548122;35.63399371;61.46712;"CC147";221;13055302;14083825;14090730;39199;7979;509;591.068965517241;605.923765032746;4.97412524818214;69.0107747290329;0.798101361611545
"CC148";3;21;6;-42.18388889;-71.16055556;685;0.05;33.3;66.65;"Intense";45;25;20;3;615;1015.2;0.605791962;8.691666667;15.14166667;2.283333333;1;578;1;1;42.89;26.79;-26.87;-27.0141;0.18;5.87;0;10.245;0.12;1.11;68.34978425;49.02461481;-9.007811;36.12320198;-9.758781;36.90896753;-10.548122;37.7361677;61.46712;"CC148";215;9530604;10492009;10499374;28999;7962;510;587.561797752809;611.678941826092;5.08176863615033;76.3734106302542;0.815116112768584
"CC149";3;21;7;-42.18388889;-71.16055556;685;0.05;33.3;66.65;"Intense";45;25;20;3;615;1015.2;0.605791962;8.691666667;15.14166667;2.283333333;1;918.8;11;0.97;40.95;26.13;-27.5;-27.6441;0.22;5.84;0.01;10.035;0.1;0.9;44.19084078;45.48484029;-9.007811;35.45720278;-9.758781;36.24246326;-10.548122;37.06913172;61.46712;"CC149";204;10332872;10882025;10888276;31765;7984;486;591.846153846154;588.740206987282;4.78190444405712;58.1457505536887;0.772994370991979
"CC150";3;21;8;-42.18388889;-71.16055556;685;0.05;33.3;66.65;"Intense";45;25;20;3;615;1015.2;0.605791962;8.691666667;15.14166667;2.283333333;1;560;8;0.9;43.03;25.71;-27.14;-27.2841;0.18;6.19;0;10.39;0.13;1.25;63.35573366;47.50813004;-9.007811;35.03338511;-9.758781;35.81832418;-10.548122;36.64465428;61.46712;"CC150";204;12094302;13028267;13034799;36680;7987;539;676.014285714286;659.003885957813;5.18594887508329;92.3283776723156;0.824512462704862
"CC151";3;22;1;-42.125;-70.86472222;783;18.09;7.51;74.4;"Intense";70;20;50;5;456;1011.3;0.450904776;8.433333333;14.94166667;1.958333333;1;171;1;0.76;41.83;27.84;-26.38;-26.6319;0.17;6.42;0;7.118;0.09;0.72;NA;51.23354041;-9.007811;37.18274615;-9.758781;37.96931523;-10.548122;38.7973613;57.73635;"CC151";202;6446511;7872580;7875882;20178;7960;352;402.967741935484;419.250296582036;4.31173759834628;33.8067005578818;0.735335744903238
"CC152";3;22;2;-42.125;-70.86472222;783;18.09;7.51;74.4;"Intense";70;20;50;5;456;1011.3;0.450904776;8.433333333;14.94166667;1.958333333;1;170;3;0.53;43.76;26.85;-25.91;-26.1619;0.09;6.56;0;7.152;0.1;0.76;NA;53.8692699;-9.007811;36.18374736;-9.758781;36.96955883;-10.548122;37.79680733;57.73635;"CC152";210;6038905;6388288;6391144;18728;7987;467;541.2;548.201422779244;4.84691530738755;57.5187693800284;0.788586993015378
"CC153";3;22;3;-42.125;-70.86472222;783;18.09;7.51;74.4;"Intense";70;20;50;5;456;1011.3;0.450904776;8.433333333;14.94166667;1.958333333;1;520;13;0.6;43.83;26.29;-26.41;-26.6619;0.14;6.46;0;7.169;0.09;0.78;11.35573366;51.06521593;-9.007811;35.61865713;-9.758781;36.40404005;-10.548122;37.23083742;57.73635;"CC153";232;6298152;6742117;6744944;19272;7980;459;509.433734939759;524.324249452839;4.76610298360784;51.0676176560688;0.777625051232981
"CC154";3;22;4;-42.125;-70.86472222;783;18.09;7.51;74.4;"Intense";70;20;50;5;456;1011.3;0.450904776;8.433333333;14.94166667;1.958333333;1;500;13;0.46;43.02;27.07;-27.14;-27.3919;0.13;7.07;0;7.416;0.11;1.06;NA;46.9661198;-9.007811;36.40574709;-9.758781;37.19172692;-10.548122;38.01915266;57.73635;"CC154";202;12478062;13116611;13122799;37516;7967;514;632.636363636364;648.26945169098;4.8028800056017;56.7017136537549;0.769418170634993
"CC155";3;22;5;-42.125;-70.86472222;783;18.09;7.51;74.4;"Intense";70;20;50;5;456;1011.3;0.450904776;8.433333333;14.94166667;1.958333333;1;260;5;0.59;42.23;27.39;-27.47;-27.7219;0.13;6.6;0;7.041;0.09;0.63;25.89136365;45.11108354;-9.007811;36.72865579;-9.758781;37.5148805;-10.548122;38.34256404;57.73635;"CC155";227;6864172;7776914;7780241;20676;7926;419;469.281690140845;480.943267335952;4.75676305888376;55.9394671183036;0.787821257189961
"CC156";3;22;6;-42.125;-70.86472222;783;18.09;7.51;74.4;"Intense";70;20;50;5;456;1011.3;0.450904776;8.433333333;14.94166667;1.958333333;1;630;11;0.4;43.78;25.71;-26.96;-27.2119;0.13;6.84;0;6.965;0.07;0.54;46.17978425;47.97742729;-9.007811;35.03338511;-9.758781;35.81832418;-10.548122;36.64465428;57.73635;"CC156";212;6550572;6879929;6883227;20186;7978;434;481.568181818182;503.227428392897;4.59774827042059;43.4396001141127;0.757074683810408
"CC157";3;22;7;-42.125;-70.86472222;783;18.09;7.51;74.4;"Intense";70;20;50;5;456;1011.3;0.450904776;8.433333333;14.94166667;1.958333333;1;520;9;0.49;44.03;27.76;-26.34;-26.5919;0.12;6.54;0;7.169;0.09;0.78;51.78978425;51.4579569;-9.007811;37.10201897;-9.758781;37.88852684;-10.548122;38.71650845;57.73635;"CC157";235;7149029;7660094;7663583;21707;7964;394;444.044117647059;456.861006243891;4.529566617884;42.9945458021115;0.75791510348513
"CC158";3;22;8;-42.125;-70.86472222;783;18.09;7.51;74.4;"Intense";70;20;50;5;456;1011.3;0.450904776;8.433333333;14.94166667;1.958333333;1;460;9;0.48;44.22;21.59;-26.3;-26.5519;0.13;6.46;0;7.109;0.09;0.71;27.35573366;51.68235495;-9.007811;30.87593559;-9.758781;31.65772177;-10.548122;32.48073273;57.73635;"CC158";226;8653882;9267655;9271966;26532;7945;481;575.974683544304;590.255533997255;4.80595184622694;55.6543748572779;0.778182502316738
"CC159";3;23;1;-42.00722222;-70.39555556;814;11.98;4.89;83.13;"Intense";35;10;25;0.5;326;1031.4;0.316075238;8.783333333;15.40833333;2.183333333;1;1344;15;0.33;42.85;27.39;-27.64;-27.926;0.1;6.69;0;5.359;0.07;0.52;25.57084078;43.96778342;-9.007811;36.72865579;-9.758781;37.5148805;-10.548122;38.34256404;53.84077;"CC159";208;13208174;14767201;14776495;39026;7948;456;520.3875;534.490544595022;4.69790765504989;47.9863023688273;0.767319423838165
"CC160";3;23;2;-42.00722222;-70.39555556;814;11.98;4.89;83.13;"Intense";35;10;25;0.5;326;1031.4;0.316075238;8.783333333;15.40833333;2.183333333;0;1655;25;0.38;40.79;32.69;-26.63;-26.916;0.1;6.99;0.15;5.246;0.06;0.37;41.98038898;49.64373346;-9.007811;42.07683114;-9.758781;42.86711176;-10.548122;43.69906507;53.84077;"CC160";200;11270049;11632103;11638457;34350;7975;520;659.363636363636;651.268068717613;4.69095852598114;37.3716171233187;0.750093849274935
"CC161";3;23;3;-42.00722222;-70.39555556;814;11.98;4.89;83.13;"Intense";35;10;25;0.5;326;1031.4;0.316075238;8.783333333;15.40833333;2.183333333;0;1319;15;0.42;39.31;26.9;-28.17;-28.456;0.12;6.24;0;5.239;0.07;0.36;17.35573366;40.9845934;-9.007811;36.23420184;-9.758781;37.02005158;-10.548122;37.84734036;53.84077;"CC161";230;6605056;7088542;7092437;20249;7967;470;514.036144578313;523.894315167627;4.79816384800367;51.805335844985;0.779842727790473
"CC162";3;23;4;-42.00722222;-70.39555556;814;11.98;4.89;83.13;"Intense";35;10;25;0.5;326;1031.4;0.316075238;8.783333333;15.40833333;2.183333333;0;131.6;2;0.4;42.07;26.27;-27.65;-27.936;0.13;6.13;0;5.283;0.07;0.42;18.69978425;43.91152693;-9.007811;35.59847534;-9.758781;36.38384296;-10.548122;37.2106242;53.84077;"CC162";214;5926648;6221752;6226590;17815;7950;404;423.337837837838;433.717307375184;4.67951929044976;46.3229667807105;0.779736009858982
"CC163";3;23;5;-42.00722222;-70.39555556;814;11.98;4.89;83.13;"Intense";35;10;25;0.5;326;1031.4;0.316075238;8.783333333;15.40833333;2.183333333;0;631;18;0.36;41.68;28.66;-25.89;-26.176;0.12;6.9;0.13;5.261;0.06;0.39;11.35573366;53.79487712;-9.007811;38.01019969;-9.758781;38.79739629;-10.548122;39.62610297;53.84077;"CC163";213;4933875;5442813;5445201;14790;7972;409;424.04;431.529243414658;4.5718674255264;33.546152839184;0.760240102315524
